Ticker,Stock Name,Price Code,Ratios Code,In Market?
GBLI,Global Indemnity Plc,GOOG/NASDAQ_GBLI,DMDRN/GBLI_ALLFINANCIALRATIOS,Active
GBLXQ,Global Crossing Ltd.,NA,DMDRN/GBLXQ_ALLFINANCIALRATIOS,Not Active
GBMR,Global Matrechs Inc,NA,DMDRN/GBMR_ALLFINANCIALRATIOS,Not Active
GBMT,Global MAINTECH Corporation,NA,DMDRN/GBMT_ALLFINANCIALRATIOS,Not Active
GBN,Great Basin Gold Ltd,NA,DMDRN/GBN_ALLFINANCIALRATIOS,Not Active
GBND,Gen'l Binding,NA,DMDRN/GBND_ALLFINANCIALRATIOS,Not Active
GBNE,Globalnet Inc,NA,DMDRN/GBNE_ALLFINANCIALRATIOS,Not Active
GBNK,Guaranty Bancorp,GOOG/NASDAQ_GBNK,DMDRN/GBNK_ALLFINANCIALRATIOS,Active
GBNS,Global Business Services Inc,NA,DMDRN/GBNS_ALLFINANCIALRATIOS,Not Active
GBOE,GeoBio Energy Inc.,GOOG/PINK_GBOE,DMDRN/GBOE_ALLFINANCIALRATIOS,Not Active
GBP,Gables Residential Tr.,NA,DMDRN/GBP_ALLFINANCIALRATIOS,Not Active
GBR,New Concept Energy Inc,GOOG/AMEX_GBR,DMDRN/GBR_ALLFINANCIALRATIOS,Active
GBT,Global Light Telecom.,NA,DMDRN/GBT_ALLFINANCIALRATIOS,Not Active
GBTB,GB&T Bancshares Inc,NA,DMDRN/GBTB_ALLFINANCIALRATIOS,Not Active
GBTE,Global Gaming & Technology Inc,NA,DMDRN/GBTE_ALLFINANCIALRATIOS,Not Active
GBTEE,Global Gaming & Technology Inc,NA,DMDRN/GBTEE_ALLFINANCIALRATIOS,Not Active
GBTJ,Global Transnet Corp,NA,DMDRN/GBTJ_ALLFINANCIALRATIOS,Not Active
GBTR,GlobeTrac Inc.,NA,DMDRN/GBTR_ALLFINANCIALRATIOS,Not Active
GBTS,Gateway Financial Hldgs Inc,NA,DMDRN/GBTS_ALLFINANCIALRATIOS,Not Active
GBTVK,Granite Broadcasting,NA,DMDRN/GBTVK_ALLFINANCIALRATIOS,Not Active
GBU.TO,Gabriel Resources Ltd,YAHOO/TSX_GBU_TO,DMDRN/GBU_TO_ALLFINANCIALRATIOS,Active
GBUR,Gardenburger Inc,NA,DMDRN/GBUR_ALLFINANCIALRATIOS,Not Active
GBWL,Globus Wireless Ltd,NA,DMDRN/GBWL_ALLFINANCIALRATIOS,Not Active
GBX,Greenbrier Companies,GOOG/NYSE_GBX,DMDRN/GBX_ALLFINANCIALRATIOS,Active
GCA,Global Cash Access Holdings,GOOG/NYSE_GCA,DMDRN/GCA_ALLFINANCIALRATIOS,Active
GCAP,Gain Capital Holdings,GOOG/NYSE_GCAP,DMDRN/GCAP_ALLFINANCIALRATIOS,Active
GCBC,Greene County Bancorp,GOOG/NASDAQ_GCBC,DMDRN/GCBC_ALLFINANCIALRATIOS,Active
GCBS,Greene County Bancshares Inc,NA,DMDRN/GCBS_ALLFINANCIALRATIOS,Not Active
GCCP,Global Concepts Inc,NA,DMDRN/GCCP_ALLFINANCIALRATIOS,Not Active
GCCXQ,GC Companies Inc.,NA,DMDRN/GCCXQ_ALLFINANCIALRATIOS,Not Active
GCEH,Global Clean Energy Holdings,GOOG/PINK_GCEH,DMDRN/GCEH_ALLFINANCIALRATIOS,Active
GCFB,Granite City Food And Brewery Ltd,GOOG/NASDAQ_GCFB,DMDRN/GCFB_ALLFINANCIALRATIOS,Active
GCFBU,Founders Food & Firkins Ltd,NA,DMDRN/GCFBU_ALLFINANCIALRATIOS,Not Active
GCFC,Central Federal Corp,NA,DMDRN/GCFC_ALLFINANCIALRATIOS,Not Active
GCG,General Chem Group,NA,DMDRN/GCG_ALLFINANCIALRATIOS,Not Active
GCG.TO,Guardian Cap Group Ltd,YAHOO/TSX_GCG_TO,DMDRN/GCG_TO_ALLFINANCIALRATIOS,Active
GCG/A.TO,Guardian Capital Group 'A',NA,DMDRN/GCG_A_TO_ALLFINANCIALRATIOS,Active
GCGA.TO,Guardian Capital Group 'A',NA,DMDRN/GCGA_TO_ALLFINANCIALRATIOS,Not Active
GCGC,Golden Cycle Gold Corp,NA,DMDRN/GCGC_ALLFINANCIALRATIOS,Not Active
GCI,Gannett Co.,GOOG/NYSE_GCI,DMDRN/GCI_ALLFINANCIALRATIOS,Active
GCIH,Great China Intl Hldgs Inc,GOOG/PINK_GCIH,DMDRN/GCIH_ALLFINANCIALRATIOS,Not Active
GCMG,Gold Coast Mining Corp.,NA,DMDRN/GCMG_ALLFINANCIALRATIOS,Not Active
GCMI,Geos Communications Inc,GOOG/PINK_GCMI,DMDRN/GCMI_ALLFINANCIALRATIOS,Active
GCO,Genesco Inc.,GOOG/NYSE_GCO,DMDRN/GCO_ALLFINANCIALRATIOS,Active
GCOM,Globecomm Systems Inc.,GOOG/NASDAQ_GCOM,DMDRN/GCOM_ALLFINANCIALRATIOS,Not Active
GCOR,Genencor Intl Inc,NA,DMDRN/GCOR_ALLFINANCIALRATIOS,Not Active
GCR,Gaylord Contain. 'A',NA,DMDRN/GCR_ALLFINANCIALRATIOS,Not Active
GCS,Gray Comm. Sys.,NA,DMDRN/GCS_ALLFINANCIALRATIOS,Not Active
GCW,Gerber Childrenswear,NA,DMDRN/GCW_ALLFINANCIALRATIOS,Not Active
GCX,GC Companies Inc.,NA,DMDRN/GCX_ALLFINANCIALRATIOS,Not Active
GD,General Dynamics Corp.,GOOG/NYSE_GD,DMDRN/GD_ALLFINANCIALRATIOS,Active
GDC,Gen'l DataComm,NA,DMDRN/GDC_ALLFINANCIALRATIOS,Not Active
GDEN,Garden.com Inc,NA,DMDRN/GDEN_ALLFINANCIALRATIOS,Not Active
GDF/A.TO,The Goldfarb Corporation,NA,DMDRN/GDF_A_TO_ALLFINANCIALRATIOS,Not Active
GDFA.TO,The Goldfarb Corporation,NA,DMDRN/GDFA_TO_ALLFINANCIALRATIOS,Not Active
GDFH.TO,The Goldfarb Corporation,NA,DMDRN/GDFH_TO_ALLFINANCIALRATIOS,Not Active
GDI,Gardner Denver,GOOG/NYSE_GDI,DMDRN/GDI_ALLFINANCIALRATIOS,Not Active
GDIV,Global Diversified Industries,GOOG/PINK_GDIV,DMDRN/GDIV_ALLFINANCIALRATIOS,Not Active
GDLN,Guideline Inc,NA,DMDRN/GDLN_ALLFINANCIALRATIOS,Not Active
GDLS,Green Dolphin Systems Corp.,NA,DMDRN/GDLS_ALLFINANCIALRATIOS,Not Active
GDOT,Green Dot Corp.,GOOG/NYSE_GDOT,DMDRN/GDOT_ALLFINANCIALRATIOS,Active
GDP,Goodrich Petroleum Corp.,GOOG/NYSE_GDP,DMDRN/GDP_ALLFINANCIALRATIOS,Active
GDRS,Global Diamond Resources Inc,NA,DMDRN/GDRS_ALLFINANCIALRATIOS,Not Active
GDS.TO,Gendis Inc.,YAHOO/TSX_GDS_TO,DMDRN/GDS_TO_ALLFINANCIALRATIOS,Active
GDT,Guidant Corp.,NA,DMDRN/GDT_ALLFINANCIALRATIOS,Not Active
GDTI,Guardian Tech Intl Inc,NA,DMDRN/GDTI_ALLFINANCIALRATIOS,Not Active
GDVC,General Devices Inc,NA,DMDRN/GDVC_ALLFINANCIALRATIOS,Not Active
GDVI,Global Diversified Industries,NA,DMDRN/GDVI_ALLFINANCIALRATIOS,Not Active
GDW,Golden West Fin'l,NA,DMDRN/GDW_ALLFINANCIALRATIOS,Not Active
GDYS,Goody's Fmly Clothing,NA,DMDRN/GDYS_ALLFINANCIALRATIOS,Not Active
GE,General Electric Company,GOOG/NYSE_GE,DMDRN/GE_ALLFINANCIALRATIOS,Active
GEB,Genetronics Biomedical Corp,NA,DMDRN/GEB_ALLFINANCIALRATIOS,Not Active
GECR,Georgia Carolina Bancshares In,GOOG/PINK_GECR,DMDRN/GECR_ALLFINANCIALRATIOS,Active
GEE,Global Entertainment Corp,NA,DMDRN/GEE_ALLFINANCIALRATIOS,Not Active
GEEC,Global Environmental Energy C,NA,DMDRN/GEEC_ALLFINANCIALRATIOS,Not Active
GEECF,Global Environmental Energy C,GOOG/PINK_GEECF,DMDRN/GEECF_ALLFINANCIALRATIOS,Active
GEEK,Internet America Inc,GOOG/PINK_GEEK,DMDRN/GEEK_ALLFINANCIALRATIOS,Active
GEER,Geerlings & Wade Inc.,GOOG/PINK_GEER,DMDRN/GEER_ALLFINANCIALRATIOS,Not Active
GEEX,GL Energy & Exploration Inc.,NA,DMDRN/GEEX_ALLFINANCIALRATIOS,Not Active
GEF,Greif Bros. Corp.,GOOG/NYSE_GEF,DMDRN/GEF_ALLFINANCIALRATIOS,Active
GEG,General Electric Capital Corp.,GOOG/NYSE_GEG,DMDRN/GEG_ALLFINANCIALRATIOS,Not Active
GEGI,Gold Entertainment Group Inc.,NA,DMDRN/GEGI_ALLFINANCIALRATIOS,Not Active
GEGQQ,Global Power Equipment Group,NA,DMDRN/GEGQQ_ALLFINANCIALRATIOS,Not Active
GEHL,Gehl Co,NA,DMDRN/GEHL_ALLFINANCIALRATIOS,Not Active
GEL,Genesis Energy L.P.,GOOG/NYSE_GEL,DMDRN/GEL_ALLFINANCIALRATIOS,Active
GEMI,GeM Solutions Inc,NA,DMDRN/GEMI_ALLFINANCIALRATIOS,Not Active
GEMS,Glenayre Tech.,NA,DMDRN/GEMS_ALLFINANCIALRATIOS,Not Active
GEN,Genon Energy,NA,DMDRN/GEN_ALLFINANCIALRATIOS,Not Active
GENBB,Genesee Corp. 'B',NA,DMDRN/GENBB_ALLFINANCIALRATIOS,Not Active
GENC,Gencor Industries Inc.,GOOG/NASDAQ_GENC,DMDRN/GENC_ALLFINANCIALRATIOS,Active
GEND,Gender Sciences Inc,NA,DMDRN/GEND_ALLFINANCIALRATIOS,Not Active
GENE,Genetic Technologies Ltd,GOOG/NASDAQ_GENE,DMDRN/GENE_ALLFINANCIALRATIOS,Active
GENG,Global Energy Group Inc.,NA,DMDRN/GENG_ALLFINANCIALRATIOS,Not Active
GENM,Genmed Holding Corporation,GOOG/PINK_GENM,DMDRN/GENM_ALLFINANCIALRATIOS,Not Active
GENR,Genaera Corp,NA,DMDRN/GENR_ALLFINANCIALRATIOS,Not Active
GENU,Genuity Inc,NA,DMDRN/GENU_ALLFINANCIALRATIOS,Not Active
GENUQ,Genuity Inc,NA,DMDRN/GENUQ_ALLFINANCIALRATIOS,Not Active
GENXY,Genset SA,NA,DMDRN/GENXY_ALLFINANCIALRATIOS,Not Active
GENZ,Genzyme Corp.,NA,DMDRN/GENZ_ALLFINANCIALRATIOS,Not Active
GEO,Geo Group Inc,GOOG/NYSE_GEO,DMDRN/GEO_ALLFINANCIALRATIOS,Active
GEOI,GeoResources Inc,NA,DMDRN/GEOI_ALLFINANCIALRATIOS,Not Active
GEOK,Geokinetcs Inc.,NA,DMDRN/GEOK_ALLFINANCIALRATIOS,Not Active
GEOS,Geospace Technologies Corp,GOOG/NASDAQ_GEOS,DMDRN/GEOS_ALLFINANCIALRATIOS,Active
GEOY,Geoeye,GOOG/NASDAQ_GEOY,DMDRN/GEOY_ALLFINANCIALRATIOS,Not Active
GEPT,Global e-Point Inc,GOOG/PINK_GEPT,DMDRN/GEPT_ALLFINANCIALRATIOS,Not Active
GER,General Electric Capital Corp.,GOOG/NYSE_GER,DMDRN/GER_ALLFINANCIALRATIOS,Not Active
GERN,Geron Corp.,GOOG/NASDAQ_GERN,DMDRN/GERN_ALLFINANCIALRATIOS,Active
GERS,Greenshift Corp,GOOG/PINK_GERS,DMDRN/GERS_ALLFINANCIALRATIOS,Active
GERSD,Greenshift Corp,NA,DMDRN/GERSD_ALLFINANCIALRATIOS,Not Active
GES,Guess,GOOG/NYSE_GES,DMDRN/GES_ALLFINANCIALRATIOS,Active
GET,Gaylord Entertainment Company,GOOG/NYSE_GET,DMDRN/GET_ALLFINANCIALRATIOS,Not Active
GETA,Genta Inc.,NA,DMDRN/GETA_ALLFINANCIALRATIOS,Not Active
GETI,GenTek Inc,NA,DMDRN/GETI_ALLFINANCIALRATIOS,Not Active
GETY,Getty Images,NA,DMDRN/GETY_ALLFINANCIALRATIOS,Not Active
GEVA,Synageva Biopharma Corp.,GOOG/NASDAQ_GEVA,DMDRN/GEVA_ALLFINANCIALRATIOS,Active
GEVO,Gevo,GOOG/NASDAQ_GEVO,DMDRN/GEVO_ALLFINANCIALRATIOS,Active
GEXC,Gexa Corp.,NA,DMDRN/GEXC_ALLFINANCIALRATIOS,Not Active
GF,New Germany Fund,GOOG/NYSE_GF,DMDRN/GF_ALLFINANCIALRATIOS,Active
GFD,Guilford Mills,NA,DMDRN/GFD_ALLFINANCIALRATIOS,Not Active
GFDO,Global Foods Online Inc,NA,DMDRN/GFDO_ALLFINANCIALRATIOS,Not Active
GFED,Guaranty Federal Bancshares,GOOG/NASDAQ_GFED,DMDRN/GFED_ALLFINANCIALRATIOS,Active
GFF,Griffon Corp.,GOOG/NYSE_GFF,DMDRN/GFF_ALLFINANCIALRATIOS,Active
GFG,Guaranty financial Group Inc,NA,DMDRN/GFG_ALLFINANCIALRATIOS,Not Active
GFI.TO,Greyvest Capital Inc.,NA,DMDRN/GFI_TO_ALLFINANCIALRATIOS,Not Active
GFIG,Gfi Group Inc.,GOOG/NYSE_GFIG,DMDRN/GFIG_ALLFINANCIALRATIOS,Active
GFLS,Greater Cmnty Bancorp,NA,DMDRN/GFLS_ALLFINANCIALRATIOS,Not Active
GFME,George Foreman Enterprises In,GOOG/PINK_GFME,DMDRN/GFME_ALLFINANCIALRATIOS,Not Active
GFMEE,George Foreman Enterprises In,NA,DMDRN/GFMEE_ALLFINANCIALRATIOS,Not Active
GFN,General Finance Corp.,GOOG/NASDAQ_GFN,DMDRN/GFN_ALLFINANCIALRATIOS,Active
GFR,Great American Fin'l Resource,NA,DMDRN/GFR_ALLFINANCIALRATIOS,Not Active
GFRE,Gulf Resources Inc,NA,DMDRN/GFRE_ALLFINANCIALRATIOS,Not Active
GFRP,GFR Pharmaceuticals Inc,GOOG/PINK_GFRP,DMDRN/GFRP_ALLFINANCIALRATIOS,Active
GFSI,Goldleaf Financial Solutions,NA,DMDRN/GFSI_ALLFINANCIALRATIOS,Not Active
GFX,Media Sciences Intl Inc,NA,DMDRN/GFX_ALLFINANCIALRATIOS,Not Active
GG,Goldcorp Inc.,GOOG/NYSE_GG,DMDRN/GG_ALLFINANCIALRATIOS,Active
GGB,Gerdau S.A.,GOOG/NYSE_GGB,DMDRN/GGB_ALLFINANCIALRATIOS,Not Active
GGBM,GigaBeam Corp.,NA,DMDRN/GGBM_ALLFINANCIALRATIOS,Not Active
GGBMQ,GigaBeam Corp.,GOOG/PINK_GGBMQ,DMDRN/GGBMQ_ALLFINANCIALRATIOS,Active
GGC,Georgia Gulf Corp.,GOOG/NYSE_GGC,DMDRN/GGC_ALLFINANCIALRATIOS,Active
GGENC,GalaGen Inc,NA,DMDRN/GGENC_ALLFINANCIALRATIOS,Not Active
GGG,Graco Inc.,GOOG/NYSE_GGG,DMDRN/GGG_ALLFINANCIALRATIOS,Active
GGI,Geo Group Inc,NA,DMDRN/GGI_ALLFINANCIALRATIOS,Not Active
GGL,Goodman Global Inc,NA,DMDRN/GGL_ALLFINANCIALRATIOS,Not Active
GGNS,Genus Inc.,NA,DMDRN/GGNS_ALLFINANCIALRATIOS,Not Active
GGOX,GigOptix Inc,NA,DMDRN/GGOX_ALLFINANCIALRATIOS,Not Active
GGP,General Growth Properties,GOOG/NYSE_GGP,DMDRN/GGP_ALLFINANCIALRATIOS,Active
GGR,Geoglobal Resources Inc.,GOOG/AMEX_GGR,DMDRN/GGR_ALLFINANCIALRATIOS,Active
GGRN,Global Green Solutions Inc,GOOG/PINK_GGRN,DMDRN/GGRN_ALLFINANCIALRATIOS,Active
GGS,Global Geophysical Services,GOOG/NYSE_GGS,DMDRN/GGS_ALLFINANCIALRATIOS,Not Active
GGUY,Good Guys,NA,DMDRN/GGUY_ALLFINANCIALRATIOS,Not Active
GGXY,Golf Galaxy Inc,NA,DMDRN/GGXY_ALLFINANCIALRATIOS,Not Active
GGY,Comp Generale Geophysique,NA,DMDRN/GGY_ALLFINANCIALRATIOS,Not Active
GHC,Global Consumer Acquisition,NA,DMDRN/GHC_ALLFINANCIALRATIOS,Not Active
GHCP,Gala Hospitality Corp,NA,DMDRN/GHCP_ALLFINANCIALRATIOS,Not Active
GHDX,Genomic Health,GOOG/NASDAQ_GHDX,DMDRN/GHDX_ALLFINANCIALRATIOS,Active
GHII,Gold Horse International Inc,GOOG/PINK_GHII,DMDRN/GHII_ALLFINANCIALRATIOS,Active
GHL,Greenhill,GOOG/NYSE_GHL,DMDRN/GHL_ALLFINANCIALRATIOS,Active
GHM,Graham Corp.,GOOG/AMEX_GHM,DMDRN/GHM_ALLFINANCIALRATIOS,Active
GHN,Granahan Mccourt Acquisition,NA,DMDRN/GHN_ALLFINANCIALRATIOS,Not Active
GHQ,GHL Acquisition Corp,NA,DMDRN/GHQ_ALLFINANCIALRATIOS,Not Active
GHS,Gatehouse Media Inc.,NA,DMDRN/GHS_ALLFINANCIALRATIOS,Not Active
GHSE,GateHouse Media,GOOG/PINK_GHSE,DMDRN/GHSE_ALLFINANCIALRATIOS,Not Active
GHVI,Genesis Health Ventures Inc,NA,DMDRN/GHVI_ALLFINANCIALRATIOS,Not Active
GHVIQ,Genesis Health Vent.,NA,DMDRN/GHVIQ_ALLFINANCIALRATIOS,Not Active
GI,Giant Industries,NA,DMDRN/GI_ALLFINANCIALRATIOS,Not Active
GIA,Gulfstream Intl Group Inc,NA,DMDRN/GIA_ALLFINANCIALRATIOS,Not Active
GIB,Cgi Group,GOOG/NYSE_GIB,DMDRN/GIB_ALLFINANCIALRATIOS,Active
GIFH,Golden Isles Finl Hldgs Inc,NA,DMDRN/GIFH_ALLFINANCIALRATIOS,Not Active
GIFI,Gulf Island Fabrication,GOOG/NASDAQ_GIFI,DMDRN/GIFI_ALLFINANCIALRATIOS,Active
GIG,Gigoptix Inc.,GOOG/AMEX_GIG,DMDRN/GIG_ALLFINANCIALRATIOS,Active
GIGA,Giga-Tronics Inc.,GOOG/NASDAQ_GIGA,DMDRN/GIGA_ALLFINANCIALRATIOS,Active
GIGIQ,Gulfstream Intl Group Inc,GOOG/PINK_GIGIQ,DMDRN/GIGIQ_ALLFINANCIALRATIOS,Not Active
GIGM,Gigamedia Limited,GOOG/NASDAQ_GIGM,DMDRN/GIGM_ALLFINANCIALRATIOS,Active
GIII,G-III Apparel Group,GOOG/NASDAQ_GIII,DMDRN/GIII_ALLFINANCIALRATIOS,Active
GIIS,Guardian International Inc,NA,DMDRN/GIIS_ALLFINANCIALRATIOS,Not Active
GIL,Gildan Activewear,GOOG/NYSE_GIL,DMDRN/GIL_ALLFINANCIALRATIOS,Active
GILD,Gilead Sciences,GOOG/NASDAQ_GILD,DMDRN/GILD_ALLFINANCIALRATIOS,Active
GILT,Gilat Satellite Networks Ltd,GOOG/NASDAQ_GILT,DMDRN/GILT_ALLFINANCIALRATIOS,Active
GILTF,Gilat Satellite,NA,DMDRN/GILTF_ALLFINANCIALRATIOS,Not Active
GIN.TO,Glendale Intl Corporation,NA,DMDRN/GIN_TO_ALLFINANCIALRATIOS,Not Active
GIS,General Mills,GOOG/NYSE_GIS,DMDRN/GIS_ALLFINANCIALRATIOS,Active
GISH,Gish Biomedical,NA,DMDRN/GISH_ALLFINANCIALRATIOS,Not Active
GISX,Global Imaging Systems,NA,DMDRN/GISX_ALLFINANCIALRATIOS,Not Active
GITN,Global iTechnology Inc,NA,DMDRN/GITN_ALLFINANCIALRATIOS,Not Active
GIVN,Given Imaging Ltd,GOOG/NASDAQ_GIVN,DMDRN/GIVN_ALLFINANCIALRATIOS,Not Active
GIW,Wilber Corp,NA,DMDRN/GIW_ALLFINANCIALRATIOS,Not Active
GK,GenTek Inc,GOOG/NASDAQ_GK,DMDRN/GK_ALLFINANCIALRATIOS,Active
GKIG,GK Intelligent Systems Inc,NA,DMDRN/GKIG_ALLFINANCIALRATIOS,Not Active
GKIS,Gold Kist Inc,NA,DMDRN/GKIS_ALLFINANCIALRATIOS,Not Active
GKK,Gramercy Capital Corp,GOOG/NYSE_GKK,DMDRN/GKK_ALLFINANCIALRATIOS,Active
GKNT,Geeknet,GOOG/NASDAQ_GKNT,DMDRN/GKNT_ALLFINANCIALRATIOS,Active
GKSR,G&K Services,GOOG/NASDAQ_GKSR,DMDRN/GKSR_ALLFINANCIALRATIOS,Not Active
GKSRA,G&K Services `A',NA,DMDRN/GKSRA_ALLFINANCIALRATIOS,Not Active
GL,Great Lakes REIT,NA,DMDRN/GL_ALLFINANCIALRATIOS,Not Active
GLA,Clark Holdings Inc,NA,DMDRN/GLA_ALLFINANCIALRATIOS,Not Active
GLAD,Gladstone Capital Corp.,GOOG/NASDAQ_GLAD,DMDRN/GLAD_ALLFINANCIALRATIOS,Active
GLAR,Glas Aire Inds Group,NA,DMDRN/GLAR_ALLFINANCIALRATIOS,Not Active
GLB,Glenborough Rlty Trust,NA,DMDRN/GLB_ALLFINANCIALRATIOS,Not Active
GLBC,Global Crossing,NA,DMDRN/GLBC_ALLFINANCIALRATIOS,Not Active
GLBK,Glb Bancorp Inc,NA,DMDRN/GLBK_ALLFINANCIALRATIOS,Not Active
GLBL,Global Inds.,NA,DMDRN/GLBL_ALLFINANCIALRATIOS,Not Active
GLBN,GlobalNet Financial.com Inc,NA,DMDRN/GLBN_ALLFINANCIALRATIOS,Not Active
GLBP,Globe Bancorp Inc,NA,DMDRN/GLBP_ALLFINANCIALRATIOS,Not Active
GLBS,Globus Maritime Limited,GOOG/NASDAQ_GLBS,DMDRN/GLBS_ALLFINANCIALRATIOS,Active
GLBT,GlobalNet Corp,NA,DMDRN/GLBT_ALLFINANCIALRATIOS,Not Active
GLBZ,Glen Burnie Bancorp,GOOG/NASDAQ_GLBZ,DMDRN/GLBZ_ALLFINANCIALRATIOS,Active
GLC,Galileo Int'l,NA,DMDRN/GLC_ALLFINANCIALRATIOS,Not Active
GLCH,Gleacher & Company,GOOG/NASDAQ_GLCH,DMDRN/GLCH_ALLFINANCIALRATIOS,Active
GLCP,Greenland Corporation,NA,DMDRN/GLCP_ALLFINANCIALRATIOS,Not Active
GLDB,Gold Banc Corp,NA,DMDRN/GLDB_ALLFINANCIALRATIOS,Not Active
GLDC,Golden Enterprises,GOOG/NASDAQ_GLDC,DMDRN/GLDC_ALLFINANCIALRATIOS,Active
GLDD,Great Lakes Dredge & Dock Corp.,GOOG/NASDAQ_GLDD,DMDRN/GLDD_ALLFINANCIALRATIOS,Active
GLDI,Group Long Distance,NA,DMDRN/GLDI_ALLFINANCIALRATIOS,Not Active
GLDN,Golden Telecom Inc,GOOG/PINK_GLDN,DMDRN/GLDN_ALLFINANCIALRATIOS,Not Active
GLDR,Gold Reserve Inc,NA,DMDRN/GLDR_ALLFINANCIALRATIOS,Not Active
GLDS,Gales Industries Inc,NA,DMDRN/GLDS_ALLFINANCIALRATIOS,Not Active
GLE.TO,Global Thermoelectric Inc.,NA,DMDRN/GLE_TO_ALLFINANCIALRATIOS,Not Active
GLEC,Global Ecology Corp,GOOG/PINK_GLEC,DMDRN/GLEC_ALLFINANCIALRATIOS,Active
GLEE,GL Energy & Exploration Inc.,NA,DMDRN/GLEE_ALLFINANCIALRATIOS,Not Active
GLF,Gulfmark Offshore,GOOG/NYSE_GLF,DMDRN/GLF_ALLFINANCIALRATIOS,Active
GLFD,Guilford Pharmaceutical,NA,DMDRN/GLFD_ALLFINANCIALRATIOS,Not Active
GLG,Glamis Gold Ltd,NA,DMDRN/GLG_ALLFINANCIALRATIOS,Not Active
GLGC,Gene Logic Inc,NA,DMDRN/GLGC_ALLFINANCIALRATIOS,Not Active
GLGI,Greystone Logistics Inc,GOOG/PINK_GLGI,DMDRN/GLGI_ALLFINANCIALRATIOS,Active
GLGL,GLG Life Tech Corp,NA,DMDRN/GLGL_ALLFINANCIALRATIOS,Not Active
GLGLF,GLG Life Tech Corp,NA,DMDRN/GLGLF_ALLFINANCIALRATIOS,Active
GLGS,Glycogenesys Inc,NA,DMDRN/GLGS_ALLFINANCIALRATIOS,Not Active
GLGSD,Glycogenesys Inc,NA,DMDRN/GLGSD_ALLFINANCIALRATIOS,Not Active
GLGSQ,Glycogenesys Inc,GOOG/PINK_GLGSQ,DMDRN/GLGSQ_ALLFINANCIALRATIOS,Not Active
GLH,Gallaher Group ADR,NA,DMDRN/GLH_ALLFINANCIALRATIOS,Not Active
GLHV,Global Health Voyager Inc,GOOG/PINK_GLHV,DMDRN/GLHV_ALLFINANCIALRATIOS,Active
GLIA,Gliatech Inc,NA,DMDRN/GLIA_ALLFINANCIALRATIOS,Not Active
GLK,G't Lakes Chemical,NA,DMDRN/GLK_ALLFINANCIALRATIOS,Not Active
GLL,Ultrashort Gold Proshares,NA,DMDRN/GLL_ALLFINANCIALRATIOS,Not Active
GLLC,Grill Concepts Inc,GOOG/PINK_GLLC,DMDRN/GLLC_ALLFINANCIALRATIOS,Not Active
GLM,Global Marine,NA,DMDRN/GLM_ALLFINANCIALRATIOS,Not Active
GLMA,Glassmaster Co.,NA,DMDRN/GLMA_ALLFINANCIALRATIOS,Not Active
GLMC,Globalmedia.com,NA,DMDRN/GLMC_ALLFINANCIALRATIOS,Not Active
GLN.TO,Glentel Inc.,YAHOO/TSX_GLN_TO,DMDRN/GLN_TO_ALLFINANCIALRATIOS,Active
GLNG,Golar Lng Limited,GOOG/NASDAQ_GLNG,DMDRN/GLNG_ALLFINANCIALRATIOS,Active
GLNW,Global Network Inc,NA,DMDRN/GLNW_ALLFINANCIALRATIOS,Not Active
GLOB,Global Med Tech,NA,DMDRN/GLOB_ALLFINANCIALRATIOS,Not Active
GLOG,Gaslog Ltd,GOOG/NYSE_GLOG,DMDRN/GLOG_ALLFINANCIALRATIOS,Active
GLOI,GlobalOptions Group Inc,GOOG/PINK_GLOI,DMDRN/GLOI_ALLFINANCIALRATIOS,Active
GLOV,AHPC Holdings Inc,GOOG/PINK_GLOV,DMDRN/GLOV_ALLFINANCIALRATIOS,Not Active
GLOW,Glowpoint Inc,GOOG/AMEX_GLOW,DMDRN/GLOW_ALLFINANCIALRATIOS,Active
GLP,Global Partners Lp,GOOG/NYSE_GLP,DMDRN/GLP_ALLFINANCIALRATIOS,Active
GLPW,Global Power Equipment Group Inc,GOOG/NASDAQ_GLPW,DMDRN/GLPW_ALLFINANCIALRATIOS,Active
GLRE,Greenlight Capital Re,GOOG/NASDAQ_GLRE,DMDRN/GLRE_ALLFINANCIALRATIOS,Active
GLRP,Glen Rose Petroleum Corp,GOOG/PINK_GLRP,DMDRN/GLRP_ALLFINANCIALRATIOS,Active
GLRS,Global Outdoors,NA,DMDRN/GLRS_ALLFINANCIALRATIOS,Not Active
GLSL,Global Sources Ltd,NA,DMDRN/GLSL_ALLFINANCIALRATIOS,Not Active
GLT,Glatfelter,GOOG/NYSE_GLT,DMDRN/GLT_ALLFINANCIALRATIOS,Active
GLTC,GelTech Solutions Inc,GOOG/PINK_GLTC,DMDRN/GLTC_ALLFINANCIALRATIOS,Active
GLUU,Glu Mobile Inc.,GOOG/NASDAQ_GLUU,DMDRN/GLUU_ALLFINANCIALRATIOS,Active
GLUX,Great Lakes Aviation,GOOG/PINK_GLUX,DMDRN/GLUX_ALLFINANCIALRATIOS,Active
GLW,Corning Inc.,GOOG/NYSE_GLW,DMDRN/GLW_ALLFINANCIALRATIOS,Active
GLXS,Global Axcess Corporation,NA,DMDRN/GLXS_ALLFINANCIALRATIOS,Not Active
GLXZ,Galaxy Gaming Inc,GOOG/PINK_GLXZ,DMDRN/GLXZ_ALLFINANCIALRATIOS,Active
